customer_id,recency,frequency,monetary,avg_order_value,avg_quantity,discount_rate
12346,325,2,77183.6,38591.8,0.0,0.0
12347,1,7,4310.0,23.681318681318682,13.505494505494505,0.0
12348,74,4,1797.24,57.97548387096774,75.51612903225806,0.0
12349,18,1,1757.55,24.076027397260273,8.643835616438356,0.0
12350,309,1,334.4,19.670588235294115,11.588235294117647,0.0
12352,35,11,2506.04,26.379368421052632,4.947368421052632,0.0
12353,203,1,89.0,22.25,5.0,0.0
12354,231,1,1079.4,18.610344827586207,9.137931034482758,0.0
12355,213,1,459.4,35.33846153846154,18.46153846153846,0.0
12356,22,3,2811.43,47.65135593220339,26.966101694915253,0.0
12357,32,1,6207.67,47.38679389312977,20.671755725190838,0.0
12358,1,2,1168.06,61.47684210526315,13.052631578947368,0.0
12359,7,6,6310.03,25.139561752988048,6.370517928286852,0.0
12360,51,3,2662.06,20.63612403100775,9.031007751937985,0.0
12361,286,1,189.9,18.990000000000002,9.1,0.0
12362,2,13,5226.23,19.07383211678832,8.072992700729927,0.0
12363,109,2,552.0,24.0,17.73913043478261,0.0
12364,7,4,1313.1,15.448235294117646,17.71764705882353,0.0
12365,290,3,641.38,27.88608695652174,7.521739130434782,0.0
12367,3,1,168.9,15.354545454545455,15.727272727272727,0.0
12370,50,4,3541.94,21.33698795180723,14.168674698795181,0.0
12371,44,2,1887.96,29.96761904761905,9.380952380952381,0.0
12372,71,3,1298.04,24.962307692307693,15.26923076923077,0.0
12373,310,1,364.6,26.042857142857144,14.071428571428571,0.0
12374,24,1,742.93,22.513030303030302,10.363636363636363,0.0
12375,2,3,457.5,25.416666666666668,9.833333333333334,0.0
12377,314,2,1628.12,21.144415584415583,12.25974025974026,0.0
12378,129,1,4008.62,18.30420091324201,11.547945205479452,0.0
12379,81,3,852.24,20.786341463414633,9.902439024390244,0.0
12380,21,5,2724.81,25.95057142857143,10.723809523809523,0.0
12381,4,6,1845.31,20.27813186813187,8.604395604395604,0.0
12383,184,6,1850.56,18.5056,15.29,0.0
12384,28,3,585.27,19.509,4.033333333333333,0.0
12386,337,2,401.9,40.19,35.4,0.0
12388,15,6,2780.66,27.8066,14.62,0.0
12390,79,1,549.84,17.1825,11.03125,0.0
12391,21,1,439.66,4.72752688172043,3.150537634408602,0.0
12393,71,4,1582.6,24.728125,12.75,0.0
12394,63,2,1272.48,47.12888888888889,30.333333333333332,0.0
12395,15,15,3018.63,18.98509433962264,13.28930817610063,0.0
12397,35,2,2409.9,19.126190476190477,10.023809523809524,0.0
12398,45,1,1635.6599999999999,19.24305882352941,16.4,0.0
12399,118,4,1108.65,18.790677966101697,19.966101694915253,0.0
12401,302,1,84.3,16.86,2.2,0.0
12402,322,1,225.6,20.509090909090908,8.545454545454545,0.0
12403,49,2,427.7,71.28333333333333,15.833333333333334,0.0
12405,148,1,1710.3899999999999,31.673888888888886,15.87037037037037,0.0
12406,21,3,3415.2999999999997,31.623148148148147,16.75,0.0
12407,49,5,1708.12,22.18337662337662,18.38961038961039,0.0
12408,32,9,2888.55,25.562389380530973,12.380530973451327,0.0
12409,78,7,11072.67,97.12868421052632,48.62280701754386,0.0
12410,300,3,693.33,24.761785714285715,7.464285714285714,0.0
12412,74,3,1226.8799999999999,20.1127868852459,13.59016393442623,0.0
12413,66,5,758.1,18.9525,7.05,0.0
12414,216,3,562.41,31.244999999999997,16.666666666666668,0.0
12415,23,26,124914.53,160.9723324742268,99.15721649484536,0.0
12417,2,12,3649.1,18.42979797979798,7.7727272727272725,0.0
12418,112,1,668.58,19.664117647058823,11.970588235294118,0.0
12420,63,1,600.39,20.70310344827586,11.89655172413793,0.0
12421,15,5,807.04,17.544347826086955,10.5,0.0
12422,95,3,803.56,20.60410256410256,9.487179487179487,0.0
12423,0,9,1859.31,14.756428571428572,10.531746031746032,0.0
12424,162,2,1760.96,58.69866666666667,24.666666666666668,0.0
12425,77,1,777.2,21.58888888888889,13.777777777777779,0.0
12426,194,1,582.73,19.424333333333333,8.6,0.0
12427,11,5,825.8000000000001,23.594285714285718,6.742857142857143,0.0
12428,25,12,7956.46,26.521533333333334,11.676666666666666,0.0
12429,8,4,3750.4,38.66391752577319,16.051546391752577,0.0
12430,42,1,256.4,23.30909090909091,10.636363636363637,0.0
12431,35,18,6419.95,26.974579831932772,11.957983193277311,0.0
12432,42,5,5059.32,46.845555555555556,16.675925925925927,0.0
12433,0,7,13375.87,31.847309523809525,26.35952380952381,0.0
12434,84,4,806.14,14.928518518518517,6.907407407407407,0.0
12435,79,2,7829.889999999999,217.49694444444444,57.083333333333336,0.0
12436,99,1,509.01,31.813125,13.1875,0.0
12437,1,19,4951.41,24.75705,14.585,0.0
12438,13,2,2906.85,29.66173469387755,12.040816326530612,0.0
12441,366,1,173.55,15.77727272727273,11.0,0.0
12442,2,1,172.06,14.338333333333333,15.166666666666666,0.0
12444,20,5,5005.46,28.440113636363638,6.551136363636363,0.0
12445,21,1,133.4,33.35,15.5,0.0
12446,57,1,1002.31,17.58438596491228,6.157894736842105,0.0
12447,242,1,476.49,18.326538461538462,7.3076923076923075,0.0
12448,43,1,449.45,20.429545454545455,11.045454545454545,0.0
12449,21,4,4067.29,21.294712041884818,8.13089005235602,0.0
12450,155,2,197.88,24.735,16.0,0.0
12451,10,6,9035.52,25.452169014084507,18.183098591549296,0.0
12452,16,3,430.57,18.720434782608695,7.956521739130435,0.0
12453,133,1,707.09,16.443953488372095,11.0,0.0
12454,52,2,3528.34,117.61133333333333,0.0,0.0
12455,72,6,2466.86,27.409555555555556,23.211111111111112,0.0
12456,43,4,3181.04,24.65922480620155,12.527131782945736,0.0
12457,57,12,2363.23,35.2720895522388,10.35820895522388,0.0
12458,70,2,947.4,24.931578947368422,13.31578947368421,0.0
12461,93,2,826.88,23.62514285714286,8.2,0.0
12462,1,4,1189.59,16.52208333333333,7.138888888888889,0.0
12463,45,7,1344.78,15.281590909090909,8.602272727272727,0.0
12464,9,8,1212.05,41.79482758620689,3.8620689655172415,0.0
12465,7,3,742.1899999999999,14.552745098039214,9.313725490196079,0.0
12468,142,3,729.54,18.2385,9.1,0.0
12471,1,49,19788.649999999998,37.33707547169811,15.00566037735849,0.0
12472,30,13,6572.11,16.80846547314578,10.281329923273658,0.0
12473,28,9,3928.05,22.067696629213483,13.134831460674157,0.0
12474,16,30,7324.09,16.0969010989011,10.43956043956044,0.0
12475,53,1,723.38,20.093888888888888,14.86111111111111,0.0
12476,0,20,6816.42,25.819772727272728,8.852272727272727,0.0
12477,22,9,13219.74,42.92123376623377,11.753246753246753,0.0
12478,3,1,680.99,18.91638888888889,6.555555555555555,0.0
12479,3,3,527.2,15.062857142857144,10.028571428571428,0.0
12480,27,4,3281.63,21.309285714285714,11.084415584415584,0.0
12481,22,11,5579.82,25.713456221198154,15.11520737327189,0.0
12483,16,13,2484.98,30.678765432098764,13.54320987654321,0.0
12484,32,8,4527.32,13.047031700288183,6.285302593659942,0.0
12488,9,3,1298.66,23.612000000000002,9.618181818181819,0.0
12489,335,1,334.93,22.328666666666667,7.0,0.0
12490,4,10,5417.93,22.114,12.506122448979593,0.0
12491,38,1,460.4,17.707692307692305,10.0,0.0
12492,62,2,263.21,13.160499999999999,9.6,0.0
12493,165,3,433.74,18.858260869565218,8.956521739130435,0.0
12494,9,13,1246.1,14.834523809523809,8.214285714285714,0.0
12497,81,1,1043.1,74.50714285714285,88.28571428571429,0.0
12498,20,3,403.7,17.55217391304348,6.913043478260869,0.0
12500,22,13,4257.82,65.50492307692308,41.09230769230769,0.0
12501,314,2,2169.39,13.5586875,10.7625,0.0
12502,95,5,3723.87,25.332448979591835,5.578231292517007,0.0
12503,337,1,0.0,0.0,-1.0,0.0
12504,17,4,482.05,32.13666666666667,3.4,0.0
12505,300,1,0.0,0.0,-1.0,0.0
12506,232,1,73.5,3.1956521739130435,1.0,0.0
12507,133,4,1304.81,59.30954545454545,40.13636363636363,0.0
12508,25,2,397.88,5.851176470588236,3.985294117647059,0.0
12509,283,1,176.5,25.214285714285715,7.857142857142857,0.0
12510,142,2,982.57,29.774848484848487,10.696969696969697,0.0
12512,65,2,132.18,4.263870967741935,3.096774193548387,0.0
12513,84,2,612.29,17.008055555555554,12.666666666666666,0.0
12514,266,1,1017.6800000000001,19.95450980392157,8.627450980392156,0.0
12515,352,1,383.7,23.98125,8.1875,0.0
12516,77,2,1312.06,50.46384615384615,33.65384615384615,0.0
12517,27,6,2481.6,8.831316725978647,4.761565836298932,0.0
12518,0,5,2056.89,16.58782258064516,10.629032258064516,0.0
12519,63,1,330.84,19.461176470588235,10.294117647058824,0.0
12520,78,6,2634.2599999999998,16.99522580645161,9.225806451612904,0.0
12521,142,1,599.68,15.781052631578946,8.131578947368421,0.0
12522,38,2,192.72,16.06,16.166666666666668,0.0
12523,1,13,1789.77,16.270636363636363,7.827272727272727,0.0
12524,8,8,4485.72,31.150833333333335,25.6875,0.0
12526,0,3,1316.66,18.54450704225352,8.901408450704226,0.0
12527,81,3,348.71,19.372777777777777,13.0,0.0
12528,8,8,1933.48,20.35242105263158,7.894736842105263,0.0
12530,59,5,1662.28,24.44529411764706,13.235294117647058,0.0
12531,14,1,125.22,7.365882352941177,2.6470588235294117,0.0
12532,29,1,349.83,21.864375,9.5625,0.0
12534,130,1,1089.18,17.28857142857143,10.333333333333334,0.0
12535,91,2,716.35,21.069117647058825,6.4411764705882355,0.0
12536,7,5,12601.830000000002,46.16054945054946,9.714285714285714,0.0
12538,28,1,363.95,17.33095238095238,9.095238095238095,0.0
12539,21,5,5568.35,20.322445255474452,7.54014598540146,0.0
12540,19,19,13400.24,27.859126819126818,13.881496881496881,0.0
12541,29,3,981.18,18.868846153846153,13.076923076923077,0.0
12544,29,2,372.7,18.634999999999998,6.6,0.0
12545,74,2,1000.39,20.0078,10.46,0.0
12546,46,3,1161.5,16.59285714285714,8.814285714285715,0.0
12547,197,2,207.8,25.975,16.75,0.0
12548,165,1,95.19999999999999,19.04,9.8,0.0
12550,78,1,964.83,16.92684210526316,9.982456140350877,0.0
12551,357,1,168.0,16.8,10.0,0.0
12552,38,2,437.82,21.891,4.4,0.0
12553,7,14,3692.28,18.83816326530612,9.816326530612244,0.0
12556,49,2,599.56,5.038319327731092,2.9831932773109244,0.0
12557,15,5,11990.960000000001,363.36242424242425,132.84848484848484,0.0
12558,1,2,269.96,12.27090909090909,0.0,0.0
12559,310,3,561.71,25.53227272727273,12.772727272727273,0.0
12560,4,4,2134.0099999999998,19.225315315315314,9.711711711711711,0.0
12561,302,1,238.85,14.928125,11.0625,0.0
12562,7,7,3781.7400000000002,22.510357142857146,10.589285714285714,0.0
12564,260,1,456.9,21.757142857142856,6.333333333333333,0.0
12565,281,2,145.92,14.591999999999999,7.5,0.0
12566,72,2,351.65,17.5825,13.2,0.0
12567,22,11,9401.28,20.3051403887689,8.831533477321814,0.0
12569,1,35,4124.69,21.595235602094238,9.387434554973822,0.0
12571,39,2,519.61,15.28264705882353,15.382352941176471,0.0
12572,8,3,1020.42,16.458387096774192,7.258064516129032,0.0
12573,226,1,160.54,5.7335714285714285,3.0,0.0
12574,315,1,218.45,19.85909090909091,5.545454545454546,0.0
12576,35,6,1315.83,14.784606741573032,10.831460674157304,0.0
12577,34,4,626.6,4.262585034013606,3.1496598639455784,0.0
12578,20,4,2794.51,23.287583333333334,9.758333333333333,0.0
12579,72,3,440.42,14.207096774193548,8.96774193548387,0.0
12580,246,1,415.7,17.320833333333333,9.916666666666666,0.0
12581,39,1,197.71,13.180666666666667,10.733333333333333,0.0
12582,238,2,511.36,23.243636363636366,13.636363636363637,0.0
12583,2,18,7281.38,29.009482071713148,19.95617529880478,0.0
12584,3,18,2338.15,18.556746031746034,2.8095238095238093,0.0
12585,233,4,2040.1,21.031958762886596,12.969072164948454,0.0
12586,16,2,196.94,16.411666666666665,6.416666666666667,0.0
12587,7,1,144.0,36.0,12.75,0.0
12588,38,1,214.9,21.490000000000002,5.3,0.0
12589,28,2,646.68,18.47657142857143,8.742857142857142,0.0
12590,189,3,9864.26,140.918,61.128571428571426,0.0
12591,316,1,452.84999999999997,17.41730769230769,8.76923076923077,0.0
12592,91,2,437.6,24.311111111111114,16.11111111111111,0.0
12593,108,3,418.1,19.90952380952381,9.80952380952381,0.0
12594,37,11,3338.22,28.052268907563022,14.92436974789916,0.0
12596,50,2,618.27,22.898888888888887,17.555555555555557,0.0
12597,18,5,3811.22,17.809439252336446,10.219626168224298,0.0
12598,9,9,3023.08,22.729924812030074,14.586466165413533,0.0
